source_id,target_id,relationship_type
CVE-2023-51350,CWE-290,IS_INSTANCE_OF
CVE-2023-51359,CWE-862,IS_INSTANCE_OF
CVE-2023-5136,CWE-732,IS_INSTANCE_OF
CVE-2023-51360,CWE-862,IS_INSTANCE_OF
CVE-2023-51366,CWE-22,IS_INSTANCE_OF
CVE-2023-51367,CWE-120,IS_INSTANCE_OF
CVE-2023-51367,CWE-121,IS_INSTANCE_OF
CVE-2023-51368,CWE-476,IS_INSTANCE_OF
CVE-2023-5137,CWE-79,IS_INSTANCE_OF
CVE-2023-51371,CWE-79,IS_INSTANCE_OF
CVE-2023-51376,CWE-862,IS_INSTANCE_OF
CVE-2023-51377,CWE-862,IS_INSTANCE_OF
CVE-2023-51379,CWE-863,IS_INSTANCE_OF
CVE-2023-5138,CWE-909,IS_INSTANCE_OF
CVE-2023-51380,CWE-863,IS_INSTANCE_OF
CVE-2023-51385,CWE-78,IS_INSTANCE_OF
CVE-2023-51388,CWE-74,IS_INSTANCE_OF
CVE-2023-51389,CWE-502,IS_INSTANCE_OF
CVE-2023-5139,CWE-120,IS_INSTANCE_OF
CVE-2023-51390,CWE-319,IS_INSTANCE_OF
CVE-2023-51392,CWE-327,IS_INSTANCE_OF
CVE-2023-51393,CWE-770,IS_INSTANCE_OF
CVE-2023-51394,CWE-476,IS_INSTANCE_OF
CVE-2023-51396,CWE-79,IS_INSTANCE_OF
CVE-2023-5140,CWE-79,IS_INSTANCE_OF
CVE-2023-51404,CWE-79,IS_INSTANCE_OF
CVE-2023-51405,CWE-863,IS_INSTANCE_OF
CVE-2023-51408,CWE-532,IS_INSTANCE_OF
CVE-2023-5141,CWE-79,IS_INSTANCE_OF
CVE-2023-51415,CWE-79,IS_INSTANCE_OF
CVE-2023-51419,CWE-434,IS_INSTANCE_OF
CVE-2023-5142,CWE-22,IS_INSTANCE_OF
CVE-2023-51426,CWE-843,IS_INSTANCE_OF
CVE-2023-51427,CWE-843,IS_INSTANCE_OF
CVE-2023-51428,CWE-843,IS_INSTANCE_OF
CVE-2023-51429,CWE-269,IS_INSTANCE_OF
CVE-2023-51430,CWE-269,IS_INSTANCE_OF
CVE-2023-51432,CWE-125,IS_INSTANCE_OF
CVE-2023-51433,CWE-269,IS_INSTANCE_OF
CVE-2023-51434,CWE-120,IS_INSTANCE_OF
CVE-2023-51435,CWE-269,IS_INSTANCE_OF
CVE-2023-5144,CWE-434,IS_INSTANCE_OF
CVE-2023-51444,CWE-434,IS_INSTANCE_OF
CVE-2023-51445,CWE-79,IS_INSTANCE_OF
CVE-2023-51446,CWE-74,IS_INSTANCE_OF
CVE-2023-51446,CWE-90,IS_INSTANCE_OF
CVE-2023-51447,CWE-79,IS_INSTANCE_OF
CVE-2023-5145,CWE-434,IS_INSTANCE_OF
CVE-2023-51450,CWE-78,IS_INSTANCE_OF
CVE-2023-51451,CWE-918,IS_INSTANCE_OF
CVE-2023-5146,CWE-434,IS_INSTANCE_OF
CVE-2023-51463,CWE-79,IS_INSTANCE_OF
CVE-2023-51467,CWE-918,IS_INSTANCE_OF
CVE-2023-51478,CWE-306,IS_INSTANCE_OF
CVE-2023-51479,CWE-862,IS_INSTANCE_OF
CVE-2023-51480,CWE-79,IS_INSTANCE_OF
CVE-2023-51485,CWE-79,IS_INSTANCE_OF
CVE-2023-51488,CWE-79,IS_INSTANCE_OF
CVE-2023-51492,CWE-79,IS_INSTANCE_OF
CVE-2023-51493,CWE-79,IS_INSTANCE_OF
CVE-2023-51494,CWE-862,IS_INSTANCE_OF
CVE-2023-5150,CWE-434,IS_INSTANCE_OF
CVE-2023-51501,CWE-79,IS_INSTANCE_OF
CVE-2023-51505,CWE-502,IS_INSTANCE_OF
CVE-2023-51506,CWE-79,IS_INSTANCE_OF
CVE-2023-51512,CWE-352,IS_INSTANCE_OF
CVE-2023-5152,CWE-89,IS_INSTANCE_OF
CVE-2023-51530,CWE-352,IS_INSTANCE_OF
CVE-2023-51532,CWE-79,IS_INSTANCE_OF
CVE-2023-51536,CWE-79,IS_INSTANCE_OF
CVE-2023-51541,CWE-79,IS_INSTANCE_OF
CVE-2023-51543,CWE-290,IS_INSTANCE_OF
CVE-2023-5156,CWE-401,IS_INSTANCE_OF
CVE-2023-5159,CWE-863,IS_INSTANCE_OF
CVE-2023-51613,CWE-787,IS_INSTANCE_OF
CVE-2023-51614,CWE-787,IS_INSTANCE_OF
CVE-2023-51615,CWE-787,IS_INSTANCE_OF
CVE-2023-51616,CWE-787,IS_INSTANCE_OF
CVE-2023-51617,CWE-787,IS_INSTANCE_OF
CVE-2023-51618,CWE-787,IS_INSTANCE_OF
CVE-2023-51619,CWE-787,IS_INSTANCE_OF
CVE-2023-51620,CWE-787,IS_INSTANCE_OF
CVE-2023-51621,CWE-787,IS_INSTANCE_OF
CVE-2023-51622,CWE-787,IS_INSTANCE_OF
CVE-2023-51623,CWE-787,IS_INSTANCE_OF
CVE-2023-51624,CWE-787,IS_INSTANCE_OF
CVE-2023-51625,CWE-78,IS_INSTANCE_OF
CVE-2023-51626,CWE-787,IS_INSTANCE_OF
CVE-2023-51627,CWE-787,IS_INSTANCE_OF
CVE-2023-51628,CWE-787,IS_INSTANCE_OF
CVE-2023-51629,CWE-798,IS_INSTANCE_OF
CVE-2023-5163,CWE-79,IS_INSTANCE_OF
CVE-2023-51630,CWE-79,IS_INSTANCE_OF
CVE-2023-51633,CWE-79,IS_INSTANCE_OF
CVE-2023-51634,CWE-295,IS_INSTANCE_OF
CVE-2023-51635,CWE-787,IS_INSTANCE_OF
CVE-2023-5164,CWE-79,IS_INSTANCE_OF
CVE-2023-5165,CWE-862,IS_INSTANCE_OF
CVE-2023-51653,CWE-74,IS_INSTANCE_OF
CVE-2023-51654,CWE-59,IS_INSTANCE_OF
CVE-2023-51655,CWE-345,IS_INSTANCE_OF
CVE-2023-51664,CWE-77,IS_INSTANCE_OF
CVE-2023-51666,CWE-79,IS_INSTANCE_OF
CVE-2023-51674,CWE-79,IS_INSTANCE_OF
CVE-2023-51675,CWE-601,IS_INSTANCE_OF
CVE-2023-5168,CWE-787,IS_INSTANCE_OF
CVE-2023-51684,CWE-79,IS_INSTANCE_OF
CVE-2023-5169,CWE-787,IS_INSTANCE_OF
CVE-2023-51695,CWE-79,IS_INSTANCE_OF
CVE-2023-51698,CWE-78,IS_INSTANCE_OF
CVE-2023-51699,CWE-78,IS_INSTANCE_OF
CVE-2023-5170,CWE-401,IS_INSTANCE_OF
CVE-2023-51701,CWE-444,IS_INSTANCE_OF
CVE-2023-51704,CWE-79,IS_INSTANCE_OF
CVE-2023-51707,CWE-77,IS_INSTANCE_OF
CVE-2023-51708,CWE-287,IS_INSTANCE_OF
CVE-2023-5171,CWE-416,IS_INSTANCE_OF
CVE-2023-51711,CWE-427,IS_INSTANCE_OF
CVE-2023-51713,CWE-125,IS_INSTANCE_OF
CVE-2023-51714,CWE-190,IS_INSTANCE_OF
CVE-2023-51717,CWE-287,IS_INSTANCE_OF
CVE-2023-51719,CWE-79,IS_INSTANCE_OF
CVE-2023-5172,CWE-416,IS_INSTANCE_OF
CVE-2023-51720,CWE-79,IS_INSTANCE_OF
CVE-2023-51721,CWE-79,IS_INSTANCE_OF
CVE-2023-51722,CWE-79,IS_INSTANCE_OF
CVE-2023-51723,CWE-79,IS_INSTANCE_OF
CVE-2023-51724,CWE-79,IS_INSTANCE_OF
CVE-2023-51725,CWE-79,IS_INSTANCE_OF
CVE-2023-51726,CWE-79,IS_INSTANCE_OF
CVE-2023-51727,CWE-79,IS_INSTANCE_OF
CVE-2023-51728,CWE-79,IS_INSTANCE_OF
CVE-2023-51729,CWE-79,IS_INSTANCE_OF
CVE-2023-5173,CWE-190,IS_INSTANCE_OF
CVE-2023-51730,CWE-79,IS_INSTANCE_OF
CVE-2023-51731,CWE-79,IS_INSTANCE_OF
CVE-2023-51732,CWE-79,IS_INSTANCE_OF
CVE-2023-51733,CWE-79,IS_INSTANCE_OF
CVE-2023-51734,CWE-79,IS_INSTANCE_OF
CVE-2023-51735,CWE-79,IS_INSTANCE_OF
CVE-2023-51736,CWE-79,IS_INSTANCE_OF
CVE-2023-51737,CWE-79,IS_INSTANCE_OF
CVE-2023-51738,CWE-79,IS_INSTANCE_OF
CVE-2023-51739,CWE-79,IS_INSTANCE_OF
CVE-2023-5174,CWE-416,IS_INSTANCE_OF
CVE-2023-51740,CWE-319,IS_INSTANCE_OF
CVE-2023-51741,CWE-319,IS_INSTANCE_OF
CVE-2023-51742,CWE-787,IS_INSTANCE_OF
CVE-2023-51743,CWE-787,IS_INSTANCE_OF
CVE-2023-5175,CWE-416,IS_INSTANCE_OF
CVE-2023-5176,CWE-787,IS_INSTANCE_OF
CVE-2023-51761,CWE-863,IS_INSTANCE_OF
CVE-2023-51763,CWE-1236,IS_INSTANCE_OF
CVE-2023-51764,CWE-345,IS_INSTANCE_OF
CVE-2023-51765,CWE-345,IS_INSTANCE_OF
CVE-2023-51766,CWE-345,IS_INSTANCE_OF
CVE-2023-51771,CWE-120,IS_INSTANCE_OF
CVE-2023-51772,CWE-613,IS_INSTANCE_OF
CVE-2023-51778,CWE-787,IS_INSTANCE_OF
CVE-2023-5178,CWE-416,IS_INSTANCE_OF
CVE-2023-51780,CWE-416,IS_INSTANCE_OF
CVE-2023-51781,CWE-416,IS_INSTANCE_OF
CVE-2023-51782,CWE-416,IS_INSTANCE_OF
CVE-2023-5179,CWE-125,IS_INSTANCE_OF
CVE-2023-51790,CWE-79,IS_INSTANCE_OF
CVE-2023-5180,CWE-787,IS_INSTANCE_OF
CVE-2023-51800,CWE-79,IS_INSTANCE_OF
CVE-2023-51801,CWE-94,IS_INSTANCE_OF
CVE-2023-51802,CWE-79,IS_INSTANCE_OF
CVE-2023-51804,CWE-918,IS_INSTANCE_OF
CVE-2023-51805,CWE-89,IS_INSTANCE_OF
CVE-2023-51806,CWE-434,IS_INSTANCE_OF
CVE-2023-51807,CWE-79,IS_INSTANCE_OF
CVE-2023-5181,CWE-79,IS_INSTANCE_OF
CVE-2023-51810,CWE-89,IS_INSTANCE_OF
CVE-2023-51813,CWE-352,IS_INSTANCE_OF
CVE-2023-5182,CWE-532,IS_INSTANCE_OF
CVE-2023-51820,CWE-94,IS_INSTANCE_OF
CVE-2023-5183,CWE-502,IS_INSTANCE_OF
CVE-2023-51833,CWE-77,IS_INSTANCE_OF
CVE-2023-51837,CWE-295,IS_INSTANCE_OF
CVE-2023-51838,CWE-327,IS_INSTANCE_OF
CVE-2023-51839,CWE-327,IS_INSTANCE_OF
CVE-2023-5184,CWE-120,IS_INSTANCE_OF
CVE-2023-5184,CWE-681,IS_INSTANCE_OF
CVE-2023-51840,CWE-798,IS_INSTANCE_OF
CVE-2023-51843,CWE-79,IS_INSTANCE_OF
CVE-2023-5185,CWE-434,IS_INSTANCE_OF
CVE-2023-5186,CWE-416,IS_INSTANCE_OF
CVE-2023-5187,CWE-416,IS_INSTANCE_OF
CVE-2023-51885,CWE-120,IS_INSTANCE_OF
CVE-2023-51886,CWE-120,IS_INSTANCE_OF
CVE-2023-51887,CWE-77,IS_INSTANCE_OF
CVE-2023-51888,CWE-120,IS_INSTANCE_OF
CVE-2023-51889,CWE-787,IS_INSTANCE_OF
CVE-2023-5189,CWE-23,IS_INSTANCE_OF
CVE-2023-51890,CWE-835,IS_INSTANCE_OF
CVE-2023-5190,CWE-601,IS_INSTANCE_OF
CVE-2023-51924,CWE-434,IS_INSTANCE_OF
CVE-2023-51925,CWE-434,IS_INSTANCE_OF
CVE-2023-51927,CWE-89,IS_INSTANCE_OF
CVE-2023-51928,CWE-434,IS_INSTANCE_OF
CVE-2023-5193,CWE-863,IS_INSTANCE_OF
CVE-2023-51931,CWE-1333,IS_INSTANCE_OF
CVE-2023-51939,CWE-74,IS_INSTANCE_OF
CVE-2023-5194,CWE-863,IS_INSTANCE_OF
CVE-2023-51946,CWE-79,IS_INSTANCE_OF
CVE-2023-51947,CWE-306,IS_INSTANCE_OF
CVE-2023-51949,CWE-352,IS_INSTANCE_OF
CVE-2023-5195,CWE-863,IS_INSTANCE_OF
CVE-2023-51951,CWE-89,IS_INSTANCE_OF
CVE-2023-51952,CWE-787,IS_INSTANCE_OF
CVE-2023-51953,CWE-787,IS_INSTANCE_OF
CVE-2023-51954,CWE-787,IS_INSTANCE_OF
CVE-2023-51955,CWE-787,IS_INSTANCE_OF
CVE-2023-51956,CWE-787,IS_INSTANCE_OF
CVE-2023-51957,CWE-787,IS_INSTANCE_OF
CVE-2023-51958,CWE-787,IS_INSTANCE_OF
CVE-2023-51959,CWE-787,IS_INSTANCE_OF
CVE-2023-5196,CWE-400,IS_INSTANCE_OF
CVE-2023-51960,CWE-787,IS_INSTANCE_OF
CVE-2023-51961,CWE-787,IS_INSTANCE_OF
CVE-2023-51962,CWE-787,IS_INSTANCE_OF
CVE-2023-51963,CWE-787,IS_INSTANCE_OF
CVE-2023-51964,CWE-787,IS_INSTANCE_OF
CVE-2023-51965,CWE-787,IS_INSTANCE_OF
CVE-2023-51966,CWE-787,IS_INSTANCE_OF
CVE-2023-51967,CWE-787,IS_INSTANCE_OF
CVE-2023-51968,CWE-787,IS_INSTANCE_OF
CVE-2023-51969,CWE-787,IS_INSTANCE_OF
CVE-2023-5197,CWE-416,IS_INSTANCE_OF
CVE-2023-51970,CWE-787,IS_INSTANCE_OF
CVE-2023-51971,CWE-787,IS_INSTANCE_OF
CVE-2023-51972,CWE-77,IS_INSTANCE_OF
CVE-2023-51978,CWE-89,IS_INSTANCE_OF
CVE-2023-51982,CWE-287,IS_INSTANCE_OF
CVE-2023-51984,CWE-78,IS_INSTANCE_OF
CVE-2023-51987,CWE-306,IS_INSTANCE_OF
CVE-2023-5199,CWE-552,IS_INSTANCE_OF
CVE-2023-5200,CWE-79,IS_INSTANCE_OF
CVE-2023-52027,CWE-77,IS_INSTANCE_OF
CVE-2023-5203,CWE-89,IS_INSTANCE_OF
CVE-2023-52038,CWE-77,IS_INSTANCE_OF
CVE-2023-52039,CWE-77,IS_INSTANCE_OF
CVE-2023-5204,CWE-89,IS_INSTANCE_OF
CVE-2023-52040,CWE-77,IS_INSTANCE_OF
CVE-2023-52046,CWE-79,IS_INSTANCE_OF
CVE-2023-5205,CWE-79,IS_INSTANCE_OF
CVE-2023-52059,CWE-79,IS_INSTANCE_OF
CVE-2023-52060,CWE-352,IS_INSTANCE_OF
CVE-2023-52064,CWE-89,IS_INSTANCE_OF
CVE-2023-52068,CWE-79,IS_INSTANCE_OF
CVE-2023-52069,CWE-79,IS_INSTANCE_OF
CVE-2023-52072,CWE-352,IS_INSTANCE_OF
CVE-2023-52073,CWE-352,IS_INSTANCE_OF
CVE-2023-52074,CWE-352,IS_INSTANCE_OF
CVE-2023-52076,CWE-22,IS_INSTANCE_OF
CVE-2023-52079,CWE-674,IS_INSTANCE_OF
CVE-2023-52081,CWE-74,IS_INSTANCE_OF
CVE-2023-52086,CWE-434,IS_INSTANCE_OF
CVE-2023-5209,CWE-79,IS_INSTANCE_OF
CVE-2023-52090,CWE-59,IS_INSTANCE_OF
CVE-2023-52091,CWE-59,IS_INSTANCE_OF
CVE-2023-52092,CWE-59,IS_INSTANCE_OF
CVE-2023-52094,CWE-59,IS_INSTANCE_OF
CVE-2023-52096,CWE-89,IS_INSTANCE_OF
CVE-2023-52098,CWE-400,IS_INSTANCE_OF
CVE-2023-5210,CWE-79,IS_INSTANCE_OF
CVE-2023-52103,CWE-120,IS_INSTANCE_OF
CVE-2023-52105,CWE-269,IS_INSTANCE_OF
CVE-2023-52107,CWE-732,IS_INSTANCE_OF
CVE-2023-5211,CWE-79,IS_INSTANCE_OF
CVE-2023-52110,CWE-787,IS_INSTANCE_OF
CVE-2023-52111,CWE-863,IS_INSTANCE_OF
CVE-2023-52112,CWE-552,IS_INSTANCE_OF
CVE-2023-52115,CWE-416,IS_INSTANCE_OF
CVE-2023-52116,CWE-732,IS_INSTANCE_OF
CVE-2023-52119,CWE-352,IS_INSTANCE_OF
CVE-2023-5212,CWE-22,IS_INSTANCE_OF
CVE-2023-52120,CWE-352,IS_INSTANCE_OF
CVE-2023-52122,CWE-352,IS_INSTANCE_OF
CVE-2023-52133,CWE-89,IS_INSTANCE_OF
CVE-2023-52137,CWE-77,IS_INSTANCE_OF
CVE-2023-52138,CWE-22,IS_INSTANCE_OF
CVE-2023-52138,CWE-59,IS_INSTANCE_OF
CVE-2023-5214,CWE-269,IS_INSTANCE_OF
CVE-2023-5215,CWE-252,IS_INSTANCE_OF
CVE-2023-52150,CWE-352,IS_INSTANCE_OF
CVE-2023-52152,CWE-125,IS_INSTANCE_OF
CVE-2023-52159,CWE-787,IS_INSTANCE_OF
CVE-2023-52160,CWE-287,IS_INSTANCE_OF
CVE-2023-52161,CWE-287,IS_INSTANCE_OF
CVE-2023-5217,CWE-787,IS_INSTANCE_OF
CVE-2023-52173,CWE-787,IS_INSTANCE_OF
CVE-2023-52174,CWE-787,IS_INSTANCE_OF
CVE-2023-52177,CWE-862,IS_INSTANCE_OF
CVE-2023-5218,CWE-416,IS_INSTANCE_OF
CVE-2023-52182,CWE-502,IS_INSTANCE_OF
CVE-2023-52191,CWE-79,IS_INSTANCE_OF
CVE-2023-52196,CWE-79,IS_INSTANCE_OF
CVE-2023-52203,CWE-79,IS_INSTANCE_OF
CVE-2023-52214,CWE-862,IS_INSTANCE_OF
CVE-2023-52221,CWE-434,IS_INSTANCE_OF
CVE-2023-52233,CWE-862,IS_INSTANCE_OF
CVE-2023-52239,CWE-611,IS_INSTANCE_OF
CVE-2023-52240,CWE-79,IS_INSTANCE_OF
CVE-2023-52251,CWE-94,IS_INSTANCE_OF
CVE-2023-52252,CWE-611,IS_INSTANCE_OF
CVE-2023-52257,CWE-79,IS_INSTANCE_OF
CVE-2023-52263,CWE-601,IS_INSTANCE_OF
CVE-2023-52264,CWE-79,IS_INSTANCE_OF
CVE-2023-52265,CWE-79,IS_INSTANCE_OF
CVE-2023-52266,CWE-416,IS_INSTANCE_OF
CVE-2023-52267,CWE-125,IS_INSTANCE_OF
CVE-2023-52269,CWE-79,IS_INSTANCE_OF
CVE-2023-52274,CWE-79,IS_INSTANCE_OF
CVE-2023-52275,CWE-862,IS_INSTANCE_OF
CVE-2023-52277,CWE-787,IS_INSTANCE_OF
CVE-2023-5228,CWE-79,IS_INSTANCE_OF
CVE-2023-52284,CWE-415,IS_INSTANCE_OF
CVE-2023-52285,CWE-89,IS_INSTANCE_OF
CVE-2023-52288,CWE-22,IS_INSTANCE_OF
CVE-2023-52289,CWE-22,IS_INSTANCE_OF
CVE-2023-5229,CWE-79,IS_INSTANCE_OF
CVE-2023-52292,CWE-79,IS_INSTANCE_OF
CVE-2023-52302,CWE-476,IS_INSTANCE_OF
CVE-2023-52303,CWE-476,IS_INSTANCE_OF
CVE-2023-52304,CWE-787,IS_INSTANCE_OF
CVE-2023-52305,CWE-369,IS_INSTANCE_OF
CVE-2023-52306,CWE-369,IS_INSTANCE_OF
CVE-2023-52307,CWE-787,IS_INSTANCE_OF
CVE-2023-52308,CWE-369,IS_INSTANCE_OF
CVE-2023-52309,CWE-787,IS_INSTANCE_OF
CVE-2023-5231,CWE-79,IS_INSTANCE_OF
CVE-2023-52310,CWE-78,IS_INSTANCE_OF
CVE-2023-52311,CWE-78,IS_INSTANCE_OF
CVE-2023-52312,CWE-476,IS_INSTANCE_OF
CVE-2023-52313,CWE-369,IS_INSTANCE_OF
CVE-2023-52314,CWE-78,IS_INSTANCE_OF
CVE-2023-5232,CWE-79,IS_INSTANCE_OF
CVE-2023-52322,CWE-79,IS_INSTANCE_OF
CVE-2023-52323,CWE-203,IS_INSTANCE_OF
CVE-2023-52324,CWE-434,IS_INSTANCE_OF
CVE-2023-52326,CWE-79,IS_INSTANCE_OF
CVE-2023-52327,CWE-79,IS_INSTANCE_OF
CVE-2023-52328,CWE-79,IS_INSTANCE_OF
CVE-2023-52329,CWE-79,IS_INSTANCE_OF
CVE-2023-52330,CWE-79,IS_INSTANCE_OF
CVE-2023-52331,CWE-918,IS_INSTANCE_OF
CVE-2023-52338,CWE-59,IS_INSTANCE_OF
CVE-2023-52339,CWE-190,IS_INSTANCE_OF
CVE-2023-5234,CWE-79,IS_INSTANCE_OF
CVE-2023-52349,CWE-787,IS_INSTANCE_OF
CVE-2023-5235,CWE-502,IS_INSTANCE_OF
CVE-2023-52350,CWE-787,IS_INSTANCE_OF
CVE-2023-52352,CWE-862,IS_INSTANCE_OF
CVE-2023-52353,CWE-384,IS_INSTANCE_OF
CVE-2023-52354,CWE-444,IS_INSTANCE_OF
CVE-2023-52355,CWE-787,IS_INSTANCE_OF
CVE-2023-52356,CWE-787,IS_INSTANCE_OF
CVE-2023-52357,CWE-502,IS_INSTANCE_OF
CVE-2023-52364,CWE-787,IS_INSTANCE_OF
CVE-2023-52365,CWE-125,IS_INSTANCE_OF
CVE-2023-52366,CWE-120,IS_INSTANCE_OF
CVE-2023-52369,CWE-787,IS_INSTANCE_OF
CVE-2023-5237,CWE-79,IS_INSTANCE_OF
CVE-2023-52370,CWE-787,IS_INSTANCE_OF
CVE-2023-52371,CWE-476,IS_INSTANCE_OF
CVE-2023-52373,CWE-281,IS_INSTANCE_OF
CVE-2023-52377,CWE-125,IS_INSTANCE_OF
CVE-2023-5238,CWE-79,IS_INSTANCE_OF
CVE-2023-52381,CWE-94,IS_INSTANCE_OF
CVE-2023-52383,CWE-415,IS_INSTANCE_OF
CVE-2023-52384,CWE-415,IS_INSTANCE_OF
CVE-2023-52385,CWE-787,IS_INSTANCE_OF
CVE-2023-52386,CWE-787,IS_INSTANCE_OF
CVE-2023-52389,CWE-190,IS_INSTANCE_OF
CVE-2023-5241,CWE-22,IS_INSTANCE_OF
CVE-2023-52425,CWE-400,IS_INSTANCE_OF
CVE-2023-52426,CWE-776,IS_INSTANCE_OF
CVE-2023-52427,CWE-770,IS_INSTANCE_OF
CVE-2023-52429,CWE-754,IS_INSTANCE_OF
CVE-2023-5243,CWE-79,IS_INSTANCE_OF
CVE-2023-52430,CWE-79,IS_INSTANCE_OF
CVE-2023-52431,CWE-352,IS_INSTANCE_OF
CVE-2023-52432,CWE-787,IS_INSTANCE_OF
CVE-2023-52434,CWE-119,IS_INSTANCE_OF
CVE-2023-52435,CWE-119,IS_INSTANCE_OF
CVE-2023-52438,CWE-416,IS_INSTANCE_OF
CVE-2023-52439,CWE-415,IS_INSTANCE_OF
CVE-2023-52440,CWE-119,IS_INSTANCE_OF
CVE-2023-52441,CWE-119,IS_INSTANCE_OF
CVE-2023-52443,CWE-476,IS_INSTANCE_OF
CVE-2023-52444,CWE-119,IS_INSTANCE_OF
CVE-2023-52445,CWE-416,IS_INSTANCE_OF
CVE-2023-52446,CWE-416,IS_INSTANCE_OF
CVE-2023-52447,CWE-416,IS_INSTANCE_OF
CVE-2023-52448,CWE-476,IS_INSTANCE_OF
CVE-2023-52449,CWE-476,IS_INSTANCE_OF
CVE-2023-52450,CWE-476,IS_INSTANCE_OF
CVE-2023-52451,CWE-129,IS_INSTANCE_OF
CVE-2023-52452,CWE-665,IS_INSTANCE_OF
CVE-2023-52454,CWE-476,IS_INSTANCE_OF
CVE-2023-52456,CWE-667,IS_INSTANCE_OF
CVE-2023-52457,CWE-416,IS_INSTANCE_OF
CVE-2023-52458,CWE-476,IS_INSTANCE_OF
CVE-2023-52459,CWE-476,IS_INSTANCE_OF
CVE-2023-5246,CWE-287,IS_INSTANCE_OF
CVE-2023-52460,CWE-476,IS_INSTANCE_OF
CVE-2023-52463,CWE-476,IS_INSTANCE_OF
CVE-2023-52464,CWE-119,IS_INSTANCE_OF
CVE-2023-52465,CWE-476,IS_INSTANCE_OF
CVE-2023-52467,CWE-476,IS_INSTANCE_OF
CVE-2023-52468,CWE-416,IS_INSTANCE_OF
CVE-2023-52469,CWE-416,IS_INSTANCE_OF
CVE-2023-5247,CWE-610,IS_INSTANCE_OF
CVE-2023-52470,CWE-476,IS_INSTANCE_OF
CVE-2023-52471,CWE-476,IS_INSTANCE_OF
CVE-2023-52472,CWE-476,IS_INSTANCE_OF
CVE-2023-52473,CWE-476,IS_INSTANCE_OF
CVE-2023-52475,CWE-416,IS_INSTANCE_OF
CVE-2023-52477,CWE-476,IS_INSTANCE_OF
CVE-2023-52478,CWE-367,IS_INSTANCE_OF
CVE-2023-52479,CWE-416,IS_INSTANCE_OF
CVE-2023-52480,CWE-362,IS_INSTANCE_OF
CVE-2023-52482,CWE-787,IS_INSTANCE_OF
CVE-2023-52483,CWE-416,IS_INSTANCE_OF
CVE-2023-52484,CWE-667,IS_INSTANCE_OF
CVE-2023-52486,CWE-667,IS_INSTANCE_OF
CVE-2023-52487,CWE-476,IS_INSTANCE_OF
CVE-2023-52489,CWE-362,IS_INSTANCE_OF
CVE-2023-5249,CWE-416,IS_INSTANCE_OF
CVE-2023-52490,CWE-476,IS_INSTANCE_OF
CVE-2023-52491,CWE-416,IS_INSTANCE_OF
CVE-2023-52493,CWE-667,IS_INSTANCE_OF
CVE-2023-52494,CWE-787,IS_INSTANCE_OF
CVE-2023-52495,CWE-787,IS_INSTANCE_OF
CVE-2023-52497,CWE-787,IS_INSTANCE_OF
CVE-2023-52498,CWE-667,IS_INSTANCE_OF
CVE-2023-52501,CWE-125,IS_INSTANCE_OF
CVE-2023-52502,CWE-362,IS_INSTANCE_OF
CVE-2023-52502,CWE-416,IS_INSTANCE_OF
CVE-2023-52503,CWE-416,IS_INSTANCE_OF
CVE-2023-52504,CWE-125,IS_INSTANCE_OF
CVE-2023-52505,CWE-667,IS_INSTANCE_OF
CVE-2023-52506,CWE-476,IS_INSTANCE_OF
CVE-2023-52507,CWE-125,IS_INSTANCE_OF
CVE-2023-52509,CWE-416,IS_INSTANCE_OF
CVE-2023-5251,CWE-862,IS_INSTANCE_OF
CVE-2023-52510,CWE-416,IS_INSTANCE_OF
CVE-2023-52513,CWE-476,IS_INSTANCE_OF
CVE-2023-52515,CWE-416,IS_INSTANCE_OF
CVE-2023-52516,CWE-667,IS_INSTANCE_OF
CVE-2023-52517,CWE-362,IS_INSTANCE_OF
CVE-2023-52519,CWE-125,IS_INSTANCE_OF
CVE-2023-5252,CWE-89,IS_INSTANCE_OF
CVE-2023-52523,CWE-476,IS_INSTANCE_OF
CVE-2023-52524,CWE-667,IS_INSTANCE_OF
CVE-2023-52525,CWE-125,IS_INSTANCE_OF
CVE-2023-52526,CWE-401,IS_INSTANCE_OF
CVE-2023-52528,CWE-908,IS_INSTANCE_OF
CVE-2023-5253,CWE-306,IS_INSTANCE_OF
CVE-2023-52530,CWE-416,IS_INSTANCE_OF
CVE-2023-52531,CWE-787,IS_INSTANCE_OF
CVE-2023-52536,CWE-125,IS_INSTANCE_OF
CVE-2023-52538,CWE-347,IS_INSTANCE_OF
CVE-2023-52544,CWE-22,IS_INSTANCE_OF
CVE-2023-52547,CWE-787,IS_INSTANCE_OF
CVE-2023-52548,CWE-787,IS_INSTANCE_OF
CVE-2023-5255,CWE-404,IS_INSTANCE_OF
CVE-2023-52560,CWE-401,IS_INSTANCE_OF
CVE-2023-52563,CWE-401,IS_INSTANCE_OF
CVE-2023-52564,CWE-476,IS_INSTANCE_OF
CVE-2023-52565,CWE-125,IS_INSTANCE_OF
CVE-2023-52567,CWE-476,IS_INSTANCE_OF
CVE-2023-52568,CWE-476,IS_INSTANCE_OF
CVE-2023-52569,CWE-617,IS_INSTANCE_OF
CVE-2023-5257,CWE-22,IS_INSTANCE_OF
CVE-2023-52570,CWE-476,IS_INSTANCE_OF
CVE-2023-52571,CWE-401,IS_INSTANCE_OF
CVE-2023-52572,CWE-416,IS_INSTANCE_OF
CVE-2023-52573,CWE-476,IS_INSTANCE_OF
